Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Zhang, X; Lu, W; Ding, YW; Song, YH; Xia, JY",,,,"Zhang, Xia; Lu, Wei; Ding, Youwei; Song, Yihua; Xia, Jinyue",,,A Mixed Method for Feature Extraction Based on Resonance Filtering,INTELLIGENT AUTOMATION AND SOFT COMPUTING,,,English,Article,,,,,,Deep learning; feature extraction; resonance filtering; image reconstruction,ATTENTION MECHANISM; IMAGE,"Machine learning tasks such as image classification need to select the features that can describe the image well. The image has individual features and common features, and they are interdependent. If only the individual features of the image are emphasized, the neural network is prone to overfitting. If only the common features of images are emphasized, neural networks will not be able to adapt to diversified learning environments. In order to better integrate individual features and common features, based on skeleton and edge individual features extraction, this paper designed a mixed feature extraction method based on resonance filtering, named resonance layer. Resonance layer is in front of the neural network input layer, using K3M algorithm to extract image skeleton, using the Canny algorithm to extract image border, using resonance filtering to reconstruct training image by filtering image noise, through the common features of the images in the training set and efficient expression of individual characteristics to improve the efficiency of feature extraction of neural network, so as to improve the accuracy of neural network prediction. Taking the fully connected neural net-work and LeNet-5 neural networks for example, the experiment on handwritten digits database shows that the proposed mixed feature extraction method can improve the accuracy of training while filtering out part of image noise data.","[Zhang, Xia; Ding, Youwei; Song, Yihua] Nanjing Univ Chinese Med, Sch Artificial Intelligence & Informat Technol, Nanjing 210023, Peoples R China; [Zhang, Xia] Nanjing Vocat Coll Informat Technol, Sch Artificial Intelligence, Nanjing 210023, Peoples R China; [Lu, Wei] Nanjing Univ Informat Sci & Technol, Sch Automation, Nanjing 210044, Peoples R China; [Xia, Jinyue] Int Business Machines Corp IBM, Armonk, NY 10504 USA",,"Ding, YW (corresponding author), Nanjing Univ Chinese Med, Sch Artificial Intelligence & Informat Technol, Nanjing 210023, Peoples R China.",ywding@njucm.edu.cn,,,National Natural Science Foundation of China [82004499]; Project of Natural Science Research of the Universities of Jiangsu Province [20KJB520030]; Qing Lan Project of Jiangsu Province,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Project of Natural Science Research of the Universities of Jiangsu Province; Qing Lan Project of Jiangsu Province,"This paper is supported by National Natural Science Foundation of China (Youth program, No. 82004499, Youwei Ding, https:// www.nsfc.gov.cn/) , Project of Natural Science Research of the Universities of Jiangsu Province (No. 20KJB520030, Yihua Song, http://jyt.jiangsu.gov.cn/) and the Qing Lan Project of Jiangsu Province (Xia Zhang, http://jyt.jiangsu.gov.cn/) .",,28,0,0,0,0,TECH SCIENCE PRESS,HENDERSON,"871 CORONADO CENTER DR, SUTE 200, HENDERSON, NV 89052 USA",1079-8587,2326-005X,,INTELL AUTOM SOFT CO,Intell. Autom. Soft Comput.,,2023.0,35,3,,,,,3141,3154,,10.32604/iasc.2023.027219,0.0,,,14,"Automation & Control Systems; Computer Science, Artificial Intelligence",Science Citation Index Expanded (SCI-EXPANDED),Automation & Control Systems; Computer Science,4Y2MA,,hybrid,,,2022-10-10,WOS:000861363100008,0
J,"Wang, B; Meng, K; Song, T; Li, ZR",,,,"Wang, Bo; Meng, Kun; Song, Tian; Li, Zeren",,,Qualitative detection of amino acids in a mixture with terahertz spectroscopic imaging,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,,,English,Article,,,,,,,TECHNOLOGY,"Terahertz time-domain spectroscopy (THz-TDS) is widely used in non-destructive testing and chemical identification due to the wide spectrum, low photon energy, distinctive absorption spectra, and higher intensity than other thermal radiators. Here, we propose a method to detect amino acids from a mixture at room temperature and in humid air. A THz-TDS spectrometer scans tablets of amino acid mixtures laid out on a polyethylene plate in transmission mode. The resulting spectroscopic imaging is then converted to probability maps (chemical maps), where the region containing the expected amino acid has higher pixel values, by a matrix manipulation with the matrix of absorption spectra. This approach is substantially resistant to air humidity and scattering caused by uneven grain sizes and is applicable to substances without strong absorption features. A classifier based, on LeNet-5 is built to identify the subsection of the chemical map containing the expected substance, and the prediction reaches 100% accuracy for the testing dataset. The results of the classifier are compared with those of a support vector machine, whose accuracy is much lower due to its inferior ability to recognize complex patterns. The proposed method will enable us to qualitatively detect a component from an unknown mixture in a single measurement and will be useful for bio-molecule detection in real-life scenarios. (C) 2021 Optica Publishing Group","[Wang, Bo; Meng, Kun; Song, Tian] Quenda Terahertz Technol Ltd, 600 Jiushui & Rd, Qingdao 266102, Shandong, Peoples R China; [Li, Zeren] Inst Fluid Phys, 64 Mianshan Rd, Mianyang 621900, Sichuan, Peoples R China; [Li, Zeren] Shenzhen Technol Univ, 3002 Lantian Rd, Shenzhen 518060, Guangdong, Peoples R China",,"Wang, B (corresponding author), Quenda Terahertz Technol Ltd, 600 Jiushui & Rd, Qingdao 266102, Shandong, Peoples R China.",bevan.wang.2011@gmail.com,,"Wang, Bo/0000-0003-3128-2787",,,,,32,3,3,9,11,OPTICAL SOC AMER,WASHINGTON,"2010 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036 USA",0740-3224,1520-8540,,J OPT SOC AM B,J. Opt. Soc. Am. B-Opt. Phys.,MAR 1,2022.0,39,3,,,,,A18,A24,,10.1364/JOSAB.446155,0.0,,,7,Optics,Science Citation Index Expanded (SCI-EXPANDED),Optics,ZJ7UO,,,,,2022-10-10,WOS:000762508300004,0
J,"Gao, ZF; Cheng, S; He, RQ; Xie, ZY; Zhao, HH; Lu, ZY; Xiang, T",,,,"Gao, Ze-Feng; Cheng, Song; He, Rong-Qiang; Xie, Z. Y.; Zhao, Hui-Hai; Lu, Zhong-Yi; Xiang, Tao",,,Compressing deep neural networks by matrix product operators,PHYSICAL REVIEW RESEARCH,,,English,Article,,,,,,,,"A deep neural network is a parametrization of a multilayer mapping of signals in terms of many alternatively arranged linear and nonlinear transformations. The linear transformations, which are generally used in the fully connected as well as convolutional layers, contain most of the variational parameters that are trained and stored. Compressing a deep neural network to reduce its number of variational parameters but not its prediction power is an important but challenging problem toward the establishment of an optimized scheme in training efficiently these parameters and in lowering the risk of overfitting. Here we show that this problem can be effectively solved by representing linear transformations with matrix product operators (MPOs), which is a tensor network originally proposed in physics to characterize the short-range entanglement in one-dimensional quantum states. We have tested this approach in five typical neural networks, including FC2, LeNet-5, VGG, ResNet, and DenseNet on two widely used data sets, namely, MNIST and CIFAR-10, and found that this MPO representation indeed sets up a faithful and efficient mapping between input and output signals, which can keep or even improve the prediction accuracy with a dramatically reduced number of parameters. Our method greatly simplifies the representations in deep learnin, and opens a possible route toward establishing a framework of modern neural networks which might be simpler and cheaper, but more efficient.","[Gao, Ze-Feng; He, Rong-Qiang; Xie, Z. Y.; Lu, Zhong-Yi] Renmin Univ China, Dept Phys, Beijing 100872, Peoples R China; [Cheng, Song; Xiang, Tao] Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China; [Cheng, Song] Peng Cheng Lab, Ctr Quantum Comp, Shenzhen 518055, Peoples R China; [Cheng, Song; Xiang, Tao] Univ Chinese Acad Sci, Beijing 100049, Peoples R China; [Zhao, Hui-Hai] RIKEN Brain Sci Inst, Wako, Saitama 3510106, Japan",,"Xie, ZY (corresponding author), Renmin Univ China, Dept Phys, Beijing 100872, Peoples R China.",qingtaoxie@ruc.edu.cn; huihai.zhao@riken.jp; zlu@ruc.edu.cn; txiang@iphy.ac.cn,"Lu, Zhong-Yi/AAT-9107-2021; Xiang, Tao/C-8899-2011; Xie, Zhiyuan/AAG-7197-2021","Xiang, Tao/0000-0001-5998-7338; Gao, Ze-Feng/0000-0002-6695-8209; cheng, song/0000-0002-7652-9344; Xie, Z. Y./0000-0002-7756-3552","National Natural Science Foundation of China [11774420, 11774422, 11874421, 11888101]; National R&D Program of China [2016YFA0300503, 2017YFA0302900]; Research Funds of Renmin University of China [20XNLG19]",National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); National R&D Program of China; Research Funds of Renmin University of China,"We thank Andrzej Cichocki, Pan Zhang, and Lei Wang for valuable discussions. This work was supported by the National Natural Science Foundation of China (Grants No. 11774420, No. 11774422, No. 11874421, and No. 11888101), and by the National R&D Program of China (Grants No. 2016YFA0300503 and No. 2017YFA0302900) and by the Research Funds of Renmin University of China (Grants No. 20XNLG19).",,62,6,6,1,5,AMER PHYSICAL SOC,COLLEGE PK,"ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA",,2643-1564,,PHYS REV RES,Phys. Rev. Res.,JUN 8,2020.0,2,2,,,,,,,23300,10.1103/PhysRevResearch.2.023300,0.0,,,9,"Physics, Multidisciplinary",Emerging Sources Citation Index (ESCI),Physics,PM1VF,,"gold, Green Submitted",,,2022-10-10,WOS:000603595200005,0
C,"Zamora-Esquivel, J; Vargas, AC; Meyer, PL; Tickoo, O",,,IEEE,"Zamora-Esquivel, Julio; Cruz Vargas, Adan; Lopez Meyer, Paulo; Tickoo, Omesh",,,Adaptive Convolutional Kernels,2019 IEEE/CVF INTERNATIONAL CONFERENCE ON COMPUTER VISION WORKSHOPS (ICCVW),IEEE International Conference on Computer Vision Workshops,,English,Proceedings Paper,IEEE/CVF International Conference on Computer Vision (ICCV),"OCT 27-NOV 02, 2019","Seoul, SOUTH KOREA","IEEE,IEEE Comp Soc,CVF",,,,"The quest for increased computer vision recognition performance has led to the development of high complexity neural network architectures, each time with evolving deeper topologies. To avoid high computing resource requirements of such complex networks, and to enable operation on devices with limited resources, this work introduces the concept of adaptive kernels applied to convolutional layers. Motivated by the non-linear perception response in human visual cells, the input image is used to define the weights of a dynamically changing kernel, named adaptive kernel. This novel adaptive kernel is used to perform a second convolution operation over the input image in order to generate the output features. Adaptive kernels enable accurate recognition with significant lower memory requirements; this is accomplished by reducing the number of kernels and the number of layers needed as compared to typical CNN configurations. Additionally, the use of adaptive kernels allow the decrease by 2X the number of epochs required for training, and the number of activation function computations. Our experimental results show a reduction of 66X of the parameters needed of a CNN compared to LeNet when evaluated with the MNIST dataset, maintaining >99% of accuracy. Additionally, when using adaptive kernels implemented in a ResNet18, we observed a higher performance when compared to a known ResNet100 reported in the literature for CIFAR10 and it also gets better accuracy for ImageNet database.","[Zamora-Esquivel, Julio; Cruz Vargas, Adan; Lopez Meyer, Paulo; Tickoo, Omesh] Intel Labs, Mexico City, DF, Mexico",,"Zamora-Esquivel, J (corresponding author), Intel Labs, Mexico City, DF, Mexico.",julio.c.zamora.esquivel@intel.com,,,,,,,24,5,5,1,1,IEEE COMPUTER SOC,LOS ALAMITOS,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA",2473-9936,,978-1-7281-5023-9,IEEE INT CONF COMP V,,,2019.0,,,,,,,1998,2005,,10.1109/ICCVW.2019.00249,0.0,,,8,"Computer Science, Artificial Intelligence; Computer Science, Theory & Methods; Imaging Science & Photographic Technology",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Imaging Science & Photographic Technology,BP4UH,,,,,2022-10-10,WOS:000554591602011,0
C,"Zhang, TY; Ye, SK; Zhang, KQ; Tang, J; Wen, WJ; Fardad, M; Wang, YZ",,"Ferrari, V; Hebert, M; Sminchisescu, C; Weiss, Y",,"Zhang, Tianyun; Ye, Shaokai; Zhang, Kaiqi; Tang, Jian; Wen, Wujie; Fardad, Makan; Wang, Yanzhi",,,A Systematic DNN Weight Pruning Framework Using Alternating Direction Method of Multipliers,"COMPUTER VISION - ECCV 2018, PT VIII",Lecture Notes in Computer Science,,English,Proceedings Paper,15th European Conference on Computer Vision (ECCV),"SEP 08-14, 2018","Munich, GERMANY",,,Systematic weight pruning; Deep neural networks (DNNs); Alternating direction method of multipliers (ADMM),,"Weight pruning methods for deep neural networks (DNNs) have been investigated recently, but prior work in this area is mainly heuristic, iterative pruning, thereby lacking guarantees on the weight reduction ratio and convergence time. To mitigate these limitations, we present a systematic weight pruning framework of DNNs using the alternating direction method of multipliers (ADMM). We first formulate the weight pruning problem of DNNs as a nonconvex optimization problem with combinatorial constraints specifying the sparsity requirements, and then adopt the ADMM framework for systematic weight pruning. By using ADMM, the original nonconvex optimization problem is decomposed into two subproblems that are solved iteratively. One of these subproblems can be solved using stochastic gradient descent, the other can be solved analytically. Besides, our method achieves a fast convergence rate. The weight pruning results are very promising and consistently outperform the prior work. On the LeNet-5 model for the MNIST data set, we achieve 71.2x weight reduction without accuracy loss. On the AlexNet model for the ImageNet data set, we achieve 21x weight reduction without accuracy loss. When we focus on the convolutional layer pruning for computation reductions, we can reduce the total computation by five times compared with the prior work (achieving a total of 13.4x weight reduction in convolutional layers). Our models and codes are released at https://github.com/KaiqiZhang/admm-pruning.","[Zhang, Tianyun; Ye, Shaokai; Zhang, Kaiqi; Tang, Jian; Fardad, Makan] Syracuse Univ, Syracuse, NY 13244 USA; [Wen, Wujie] Florida Int Univ, Miami, FL 33199 USA; [Wang, Yanzhi] Northeastern Univ, Boston, MA 02115 USA",,"Zhang, TY (corresponding author), Syracuse Univ, Syracuse, NY 13244 USA.",tzhan120@syr.edu; sye106@syr.edu; kzhang17@syr.edu; jtang02@syr.edu; makan@syr.edu,"Wen, Wujie/GLR-4207-2022",,"National Science Foundation [CNS-1840813, CNS-1704662, ECCS-1609916]",National Science Foundation(National Science Foundation (NSF)),"Financial support from the National Science Foundation under awards CNS-1840813, CNS-1704662 and ECCS-1609916 is gratefully acknowledged.",,32,129,136,0,3,SPRINGER INTERNATIONAL PUBLISHING AG,CHAM,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",0302-9743,1611-3349,978-3-030-01237-3; 978-3-030-01236-6,LECT NOTES COMPUT SC,,,2018.0,11212,,,,,,191,207,,10.1007/978-3-030-01237-3_12,0.0,,,17,"Computer Science, Artificial Intelligence; Imaging Science & Photographic Technology",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Imaging Science & Photographic Technology,BQ4SC,,Green Submitted,,,2022-10-10,WOS:000594226800012,0
C,"Sucholutsky, I; Schonlau, M",,,IEEE,"Sucholutsky, Ilia; Schonlau, Matthias",,,Soft-Label Dataset Distillation and Text Dataset Distillation,2021 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),IEEE International Joint Conference on Neural Networks (IJCNN),,English,Proceedings Paper,International Joint Conference on Neural Networks (IJCNN),"JUL 18-22, 2021",ELECTR NETWORK,"Int Neural Network Soc,IEEE Computat Intelligence Soc",,,,"Dataset distillation is a method for reducing dataset sizes by learning a small number of representative synthetic samples. This has several benefits such as speeding up model training, reducing energy consumption, and reducing required storage space. These benefits are especially crucial in settings like federated learning where initial overhead costs are justified by the speedup they enable. Currently, 1) each synthetic sample is assigned a single 'hard' label, and 2) dataset distillation can only be used with image data. We propose to simultaneously distill both images and their labels, thus assigning each synthetic sample a 'soft' label (a distribution of labels). Our algorithm increases accuracy by 2-4% for several image classification tasks. Using 'soft' labels also enables distilled datasets to consist of fewer samples than there are classes as each sample encodes information for multiple classes. For example, training a LeNet model with 10 distilled images (one per class) results in over 96% accuracy on MNIST, and almost 92% accuracy when trained on just 5 distilled images. We also extend the dataset distillation algorithm to distill text data. We demonstrate that text distillation outperforms other methods across multiple datasets. For example, models attain almost their original accuracy on the IMDB sentiment analysis task using just 20 distilled sentences. Our code can be found at https://github.com/ilia10000/dataset-distillation","[Sucholutsky, Ilia; Schonlau, Matthias] Univ Waterloo, Stat & Actuarial Sci, Waterloo, ON, Canada",,"Sucholutsky, I (corresponding author), Univ Waterloo, Stat & Actuarial Sci, Waterloo, ON, Canada.",isucholu@uwaterloo.ca; schonlau@uwaterloo.ca,,,,,,,43,0,0,0,1,IEEE,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017 USA",2161-4393,,978-0-7381-3366-9,IEEE IJCNN,,,2021.0,,,,,,,,,,10.1109/IJCNN52387.2021.9533769,0.0,,,8,"Computer Science, Artificial Intelligence; Computer Science, Hardware & Architecture; Engineering, Electrical & Electronic",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Engineering,BS4TO,,Green Submitted,,,2022-10-10,WOS:000722581703101,0
C,"Lim, S; Kwon, D; Lee, ST; Kim, H; Bae, JH; Lee, JH",,,IEEE,"Lim, Suhwan; Kwon, Dongseok; Lee, Sung-Tae; Kim, Hyeongsu; Bae, Jong-Ho; Lee, Jong-Ho",,,Investigation of Neural Networks Using Synapse Arrays Based on Gated Schottky Diodes,2019 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),IEEE International Joint Conference on Neural Networks (IJCNN),,English,Proceedings Paper,International Joint Conference on Neural Networks (IJCNN),"JUL 14-19, 2019","Budapest, HUNGARY",,,neuromorphic; gated Schottky diode; synapse array; off-chip training; weight quantization,,"A synapse device array based on the gated Schottky diodes (GSDs) is fabricated. This GSD operates in reverse mode, so the synapse current is considerably low, helping to implement a low-power hardware-based neural networks (HNNs). The reverse Schottky diode current, which represents the synaptic weight, is modulated by applying program or erase pulses. In this GSD, the reverse diode current is used as the synapse current, but the forward diode current is cut off. This is an important feature to prevent the sneak path problem in the crossbar array. A synapse array consisting of fabricated 200 GSDs shows a variation (s/mu) of 0.34, 0.22, and 0.14 for three different synaptic weight states. By using this GSD array, we perform the vector-by-matrix multiplication, and evaluate the inference accuracy of MNIST. As a baseline accuracy for MNIST classification, a convolutional neural network similar to Lenet-5 is designed and gives an accuracy of 99.53%. Normalization method is applied to the weights trained in the network to map the weights into the conductance range of synapse device. The adaptive weight quantization is then applied to the normalized weights. We verify that the HNN using GSDs works well in comparison to the baseline network even in the presence of non-ideal characteristics of synapse devices.","[Lee, Jong-Ho] Seoul Natl Univ, Dept Elect & Comp Engn, Seoul, South Korea; Seoul Natl Univ, Interuniv Semicond Res Ctr, Seoul, South Korea",,"Lee, JH (corresponding author), Seoul Natl Univ, Dept Elect & Comp Engn, Seoul, South Korea.",jhl@snu.ac.kr,,,Brain Korea 21 Plus Project in 2019; National Research Foundation of Korea [NRF-2016M3A7B4909604],Brain Korea 21 Plus Project in 2019; National Research Foundation of Korea(National Research Foundation of Korea),This work was supported in part by the Brain Korea 21 Plus Project in 2019 and in part by the National Research Foundation of Korea under Grant NRF-2016M3A7B4909604.,,21,0,0,1,3,IEEE,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017 USA",2161-4393,,978-1-7281-1985-4,IEEE IJCNN,,,2019.0,,,,,,,,,,,,,,8,"Computer Science, Artificial Intelligence; Computer Science, Hardware & Architecture; Engineering, Electrical & Electronic",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Engineering,BO9HA,,,,,2022-10-10,WOS:000530893800010,0
C,"Dong, YH; Jiang, ZC; Shen, HD; Pan, WD",,,IEEE,"Dong, Yuhang; Jiang, Zhuocheng; Shen, Hongda; Pan, W. David",,,Classification Accuracies of Malaria Infected Cells Using Deep Convolutional Neural Networks Based on Decompressed Images,SOUTHEASTCON 2017,IEEE SoutheastCon-Proceedings,,English,Proceedings Paper,IEEE SoutheastCon Conference,"MAR 30-APR 02, 2017","Charlotte, NC",IEEE,,,,"In many biomedical applications, images are stored and transmitted in the form of compressed images. However, typical pattern classifiers are trained using original images. There has been little prior study on how lossily decompressed images would impact the classification performance. In a case study of automatic classification of malaria infected cells, we used decompressed cell images as the inputs to deep convolutional neural networks. We evaluated how various lossy image compression methods and varying compression ratios would impact the classification accuracies. Specifically, we compared four compression methods: lossy compression via bitplane reduction, JPEG and JPEG 2000, and sparse autoencoders. Decompressed images were fed into LeNet-5 for training and testing. Simulation results showed that for similar compression ratios, the bitplane reduction method had the lowest classification accuracy, while JPEG and JPEG 2000 methods could maintain good accuracies. In particular, JPEG 2000 decompressed images could achieve about 95% accuracy even after 30 to 1 compression. We also provide classification results based on the widely used MNIST dataset, where handwritten digits were found to be much easier to classify using decompressed images, with about 90% accuracy still achievable using only one single bitplane. As a lossy compression method, Autoencoder was also applied to the MNIST dataset, achieving about 85% accuracy with a compression ratio much higher than the other three lossy image compression methods. Autoencoders were also found to provide more scalable compression ratios, while capable of maintaining good classification accuracies.","[Dong, Yuhang; Jiang, Zhuocheng; Shen, Hongda; Pan, W. David] Univ Alabama, Dept Elect & Comp Engn, Huntsville, AL 35899 USA",,"Dong, YH (corresponding author), Univ Alabama, Dept Elect & Comp Engn, Huntsville, AL 35899 USA.",,,"Dong, Yuhang/0000-0001-9983-7860",UAH College of Engineering Mid-Career Faculty Research Award,UAH College of Engineering Mid-Career Faculty Research Award,We acknowledge the support from the UAH College of Engineering Mid-Career Faculty Research Award.,,17,1,1,0,0,IEEE,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017 USA",1558-058X,,978-1-5386-1539-3,IEEE SOUTHEASTCON,,,2017.0,,,,,,,,,,,,,,6,"Computer Science, Theory & Methods; Engineering, Electrical & Electronic",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science; Engineering,BH8LM,,,,,2022-10-10,WOS:000403420500008,0
J,"Yang, C; Hou, J; Wang, YZ; Zhang, HB; Wang, XL; Geng, L",,,,"Yang, Chen; Hou, Jia; Wang, Yizhou; Zhang, Haibo; Wang, Xiaoli; Geng, Li",,,RNA: A Flexible and Efficient Accelerator Based on Dynamically Reconfigurable Computing for Multiple Convolutional Neural Networks,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,,,English,Article; Early Access,,,,,,CNN; reconfigurable computing; image row broadcasting dataflow; tile-by-tile computing; zero detection technology; multi-bank RAM; dynamically adaptive data truncation,DEEP; TIME; UNPU,"The increasingly complicated and versatile convolutional neural networks (CNNs) models bring challenges to hardware acceleration in terms of performance, energy efficiency and flexibility. This paper proposes a reconfigurable neural accelerator (RNA) for flexible and efficient CNN acceleration. To provide hardware flexibility, RNA employs dynamically reconfigurable computing framework to rapidly configure data path between processing elements (PE) at run-time, as well as an interlaced data access mechanism for multi-bank RAM. To achieve high energy efficiency, three optimization mechanisms, including image row broadcasting dataflow (IRBD), tile-by-tile computing (TTC), and zero detection technology (ZDT), are dedicatedly designed for RNA to exploit data reuse and decrease memory bandwidth requirement, which is the key to improving performance and saving power consumption. To save hardware overhead, an online dynamic adaptive data truncation (DADT) mechanism is designed to compensate accuracy loss of multiplication results so that the computational precision in RNA can be reduced from 16-bit to 8-bit, which contributes to reducing the area of data path. The RNA architecture is implemented on Xilinx XC7Z100 FPGA and works at 250 MHz. Experimental results show that the performance of running LeNet, AlexNet and VGG are 500 GOPS, 598 GOPS and 660 GOPS, respectively. Compared to previous FPGA-based designs, RNA achieves 1.5 x -4.3x performance speedup and 7.6 x -8.4x improvements on energy efficiency.","[Yang, Chen; Hou, Jia; Wang, Yizhou; Zhang, Haibo; Wang, Xiaoli; Geng, Li] Xi An Jiao Tong Univ, Sch Microelect, 28 Xianning West Rd, Xian 710049, Shaanxi, Peoples R China",,"Yang, C (corresponding author), Xi An Jiao Tong Univ, Sch Microelect, 28 Xianning West Rd, Xian 710049, Shaanxi, Peoples R China.",chyang00@xjtu.edu.cn; hjwst@stu.xjtu.edu.cn; wangyizhou@stu.xjtu.edu.cn; haibozhang@stu.xjtu.ed.cn; xlwang@xjtu.edu.cn; gengli@xjtu.edu.cn,,,National Natural Science Foundation of China [62176206]; Aeronautical Science Foundation of China [2020Z066070001]; Key-Area Research and Development Program of Guangdong Province [2019B010154002],National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Aeronautical Science Foundation of China; Key-Area Research and Development Program of Guangdong Province,"This work was supported in part by the National Natural Science Foundation of China under Grant 62176206, and in part by the Aeronautical Science Foundation of China under Grant 2020Z066070001, and in part by Key-Area Research and Development Program of Guangdong Province under Grant 2019B010154002.",,62,0,0,1,1,WORLD SCIENTIFIC PUBL CO PTE LTD,SINGAPORE,"5 TOH TUCK LINK, SINGAPORE 596224, SINGAPORE",0218-1266,1793-6454,,J CIRCUIT SYST COMP,J. Circuits Syst. Comput.,,,,,,,,,,,2250289,10.1142/S0218126622502899,0.0,,JUL 2022,32,"Computer Science, Hardware & Architecture; Engineering, Electrical & Electronic",Science Citation Index Expanded (SCI-EXPANDED),Computer Science; Engineering,4G8IG,,,,,2022-10-10,WOS:000849432300004,0
J,"Yoo, S; Jeong, S; Jang, Y",,,,"Yoo, Sangbong; Jeong, Seongmin; Jang, Yun",,,Gaze Behavior Effect on Gaze Data Visualization at Different Abstraction Levels,SENSORS,,,English,Article,,,,,,gaze data visualization; gaze behavior; machine learning,EYE-MOVEMENTS; FIXATION; ALGORITHM,"Many gaze data visualization techniques intuitively show eye movement together with visual stimuli. The eye tracker records a large number of eye movements within a short period. Therefore, visualizing raw gaze data with the visual stimulus appears complicated and obscured, making it difficult to gain insight through visualization. To avoid the complication, we often employ fixation identification algorithms for more abstract visualizations. In the past, many scientists have focused on gaze data abstraction with the attention map and analyzed detail gaze movement patterns with the scanpath visualization. Abstract eye movement patterns change dramatically depending on fixation identification algorithms in the preprocessing. However, it is difficult to find out how fixation identification algorithms affect gaze movement pattern visualizations. Additionally, scientists often spend much time on adjusting parameters manually in the fixation identification algorithms. In this paper, we propose a gaze behavior-based data processing method for abstract gaze data visualization. The proposed method classifies raw gaze data using machine learning models for image classification, such as CNN, AlexNet, and LeNet. Additionally, we compare the velocity-based identification (I-VT), dispersion-based identification (I-DT), density-based fixation identification, velocity and dispersion-based (I-VDT), and machine learning based and behavior-based modelson various visualizations at each abstraction level, such as attention map, scanpath, and abstract gaze movement visualization.","[Yoo, Sangbong; Jeong, Seongmin; Jang, Yun] Sejong Univ, Comp Engn & Convergence Engn Intelligent Drone, Seoul 05006, South Korea",,"Jang, Y (corresponding author), Sejong Univ, Comp Engn & Convergence Engn Intelligent Drone, Seoul 05006, South Korea.",usangbong@gmail.com; qnqbw@naver.com; jangy@sejong.edu,"Jang, Yun/AAG-5238-2022; Jang, Yun/AFK-6886-2022","Yoo, Sangbong/0000-0002-0973-9288; Jang, Yun/0000-0001-7745-1158","Institute of Information & communications Technology Planning & Evaluation(IITP) - Korea government(MSIT) [2019-0-00242, 2019-0-00795, 2021-0-00469]",Institute of Information & communications Technology Planning & Evaluation(IITP) - Korea government(MSIT),"This work was supported by Institute of Information & communications Technology Planning & Evaluation(IITP) grant funded by the Korea government(MSIT) (No.2019-0-00242, Development of a Big Data Augmented Analysis Profiling Platform for Maximizing Reliability and Utilization of Big Data, No.2019-0-00795, Development of integrated cross-model data processing platform supporting a unified analysis of various big data models, and No.2021-0-00469, Development of heterogeneous fusion data detection and tracking technologies).",,65,0,0,5,10,MDPI,BASEL,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,1424-8220,,SENSORS-BASEL,Sensors,JUL,2021.0,21,14,,,,,,,4686,10.3390/s21144686,0.0,,,21,"Chemistry, Analytical; Engineering, Electrical & Electronic; Instruments & Instrumentation",Science Citation Index Expanded (SCI-EXPANDED),Chemistry; Engineering; Instruments & Instrumentation,TO7IK,34300425.0,"Green Published, gold",,,2022-10-10,WOS:000677080100001,0
