Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Maurin, G; Devautour, S; Henn, F; Giuntini, JC; Senet, P",,,,"Maurin, G; Devautour, S; Henn, F; Giuntini, JC; Senet, P",,,Activated cation motions in zeolites,JOURNAL OF CHEMICAL PHYSICS,,,English,Article,,,,,,,NA+/MORDENITE INTERACTION ENERGY; RAY-POWDER DIFFRACTION; DIELECTRIC-RELAXATION; RATE CONSTANTS; NMR; SPECTROSCOPY; BENZENE; SIMULATIONS; ADSORPTION; DIFFUSION,We apply a Monte Carlo technique specialized for the simulation of rare events to study the activated counterions motions in the aluminosilicate Na+-mordenite. Mean activation barriers are obtained from minimum energy paths calculated on realistic potential energy surfaces by using a Metropolis algorithm. Energy barriers for Na+ hops calculated for lattices with various Si/Al ratio are found in good agreement with the Na+ detrapping energies measured by thermally stimulated current spectroscopy. One shows that the dielectric activated motions of Na+ proceed between degenerated many-body ground states with different dipolar moment by either sequential or collective hopping motions. This provides a first microscopic description of dielectric relaxation measured in zeolites. (C) 2002 American Institute of Physics.,"Univ Montpellier 2, Lab Physicochim Mat Condensee, UMR 5617, F-34095 Montpellier, France; Univ Bourgogne, Fac Siences Mirande, Phys Lab, UMR 5027, F-21078 Dijon, France; Univ Antwerp, RUCA, Dept Phys, TSM Grp, B-2020 Antwerp, Belgium",,"Henn, F (通讯作者)，Univ Montpellier 2, Lab Physicochim Mat Condensee, UMR 5617, Pl E Bataillon, F-34095 Montpellier, France.",,"MAURIN, Guillaume GM/G-7435-2015; Devautour-vinot, Sabine/V-9727-2018","MAURIN, Guillaume GM/0000-0002-2096-0450; Devautour-vinot, Sabine/0000-0002-3812-7379",,,,,21,16,16,0,4,AMER INST PHYSICS,MELVILLE,"CIRCULATION & FULFILLMENT DIV, 2 HUNTINGTON QUADRANGLE, STE 1 N O 1, MELVILLE, NY 11747-4501 USA",0021-9606,,,J CHEM PHYS,J. Chem. Phys.,JUL 22,2002.0,117,4,,,,,1405,1408,,10.1063/1.1494425,http://dx.doi.org/10.1063/1.1494425,,,4,"Chemistry, Physical; Physics, Atomic, Molecular & Chemical",Science Citation Index Expanded (SCI-EXPANDED),Chemistry; Physics,572DM,,,,,2022-10-10,WOS:000176758200001,View Full Record in Web of Science
J,"Nicolai, A; Perez, MDB; Delarue, P; Meunier, V; Drndic, M; Senet, P",,,,"Nicolai, Adrien; Perez, Maria Daniela Barrios; Delarue, Patrice; Meunier, Vincent; Drndic, Marija; Senet, Patrick",,,Molecular Dynamics Investigation of Polylysine Peptide Translocation through MoS2 Nanopores,JOURNAL OF PHYSICAL CHEMISTRY B,,,English,Article,,,,,,,TRANSITION-METAL DICHALCOGENIDES; DNA TRANSLOCATION; STATE; SINGLE; IDENTIFICATION; TRANSPORT; FILMS; ION,"Solid-state nanopores (SSN) made of two-dimensional materials such as molybdenum disulfide (MoS2) have emerged as candidate devices for biomolecules sequencing. SSN sequencing is based on measuring the variations in ionic conductance as charged biomolecules translocate through nanometer-sized channels, in response to an external voltage applied across the membrane. Although several experiments on DNA translocation through SSNs have been performed in the past decade, translocation of proteins has been less studied, partly due to small protein size and detection limits. Moreover, the threading of proteins through nanopore channels is challenging, because proteins can exhibit neutral global charge and not be sensitive to the electric field. In this paper, we investigate the translocation of lysine residues and a model protein with polylysine tags through MoS2 nanoporous membranes using molecular dynamics simulations. Adding lysine tags to biological peptides is the method proposed here to promote the entrance of proteins through SSN. Specifically, we study the relationship existing between the translocation events and the ionic conductance signal drops. We show that individual lysine residues translocate easily through MoS2 nanopores, but the translocation speed is extremely fast, which leads to indiscernible ionic conductance drops. To reduce the translocation speed, we demonstrate that increasing the thickness of the membrane from single-layer to bilayer MoS2 reveals a step-wise process of translocation with discernible conductance drops that could be measured experimentally. Finally, a study of the threading of proteins with polylysine tags through MoS2 nanopores is presented. The addition of the positively charged tag to the neutral protein allows the threading and full translocation of the protein through the pore (at least two lysine residues are necessary in this case to observe translocation) and a similar sequence of translocation events is detected, independently of the tag length.","[Nicolai, Adrien; Perez, Maria Daniela Barrios; Delarue, Patrice; Senet, Patrick] Univ Bourgogne Franche Comte, CNRS, Lab Interdisciplinaire Carnot Bourgogne, UMR 6303, 9 Av A Savary,BP 47 870, F-21078 Dijon, France; [Meunier, Vincent] Rensselaer Polytech Inst, Dept Phys Appl Phys & Astron, 110 Eighth St, Troy, NY 12180 USA; [Drndic, Marija] Univ Penn, Dept Phys & Astron, Philadelphia, PA 19104 USA",,"Nicolai, A (通讯作者)，Univ Bourgogne Franche Comte, CNRS, Lab Interdisciplinaire Carnot Bourgogne, UMR 6303, 9 Av A Savary,BP 47 870, F-21078 Dijon, France.",adrien.nicolai@u-bourgogne.fr,"Meunier, Vincent/F-9391-2010; NICOLAÏ, Adrien/P-9026-2019","Meunier, Vincent/0000-0002-7013-179X; NICOLAI, Adrien/0000-0001-7779-4652","Air Force Office of Scientific Research; Directorate for Engineering of the National Science Foundation (NSF), Emerging Frontiers and Multidisciplinary Office [FA9550-17-1-0047]; NSF [EFRI 2-DARE (EFRI-1542707)]; Conseil Regional de Bourgogne-Franche-Comte [ANER NANOSEQ]","Air Force Office of Scientific Research(United States Department of DefenseAir Force Office of Scientific Research (AFOSR)); Directorate for Engineering of the National Science Foundation (NSF), Emerging Frontiers and Multidisciplinary Office; NSF(National Science Foundation (NSF)); Conseil Regional de Bourgogne-Franche-Comte(Region Bourgogne-Franche-Comte)","The simulations were performed using HPC resources from DSI-CCuB (Universite de Bourgogne). The work was supported by a grant from the Air Force Office of Scientific Research, as part of a joint program with the Directorate for Engineering of the National Science Foundation (NSF), Emerging Frontiers and Multidisciplinary Office, Grant No. FA9550-17-1-0047 and by the NSF Grant No. EFRI 2-DARE (EFRI-1542707). The authors also thank the Conseil Regional de Bourgogne-Franche-Comte for the funding (Grant No. ANER NANOSEQ). A.N. thanks W. Parkin for providing a transmission electron microscopy image of MoS<INF>2</INF> pore.",,48,9,9,0,42,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA",1520-6106,,,J PHYS CHEM B,J. Phys. Chem. B,MAR 14,2019.0,123,10,,,,,2342,2353,,10.1021/acs.jpcb.8b10634,http://dx.doi.org/10.1021/acs.jpcb.8b10634,,,12,"Chemistry, Physical",Science Citation Index Expanded (SCI-EXPANDED),Chemistry,HP2WX,30768898.0,,,,2022-10-10,WOS:000461537200015,View Full Record in Web of Science
J,"Chaby, G; Vaneau, M; Senet, P; Guillot, B; Chosidow, O",,,,"Chaby, G.; Vaneau, M.; Senet, P.; Guillot, B.; Chosidow, O.",,,French National Authority for Health (HAS) report on changes in recommended bandaging practice for acute and chronic wounds. How and why? Principal results and practical consequences,ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE,,,French,Editorial Material,,,,,,,DRESSINGS,,"[Senet, P.; Chosidow, O.] Hop Tenon, AP HP, Serv Dermatol & Allergol, F-75020 Paris, France; [Chaby, G.] CHU Aimens, Serv Dermatol, Amiens, France; [Vaneau, M.] Haute Autorite Sante, St Denis, France; [Senet, P.] Hop Charles Foix, AP HP, Serv Geriatrie, Ivry, France; [Guillot, B.] CHU Montpellier, Serv Dermatol, Montpellier, France",,"Chosidow, O (通讯作者)，Hop Tenon, AP HP, Serv Dermatol & Allergol, 4 Rue Chine, F-75020 Paris, France.",olivier.chosidow@tnn.aphp.fr,,,,,,,11,1,1,1,1,MASSON EDITEUR,MOULINEAUX CEDEX 9,"21 STREET CAMILLE DESMOULINS, ISSY, 92789 MOULINEAUX CEDEX 9, FRANCE",0151-9638,2214-5451,,ANN DERMATOL VENER,Ann. Dermatol. Venereol.,JUN-JUL,2008.0,135,6-7,,,,,441,445,,10.1016/j.annder.2008.04.003,http://dx.doi.org/10.1016/j.annder.2008.04.003,,,5,Dermatology,Science Citation Index Expanded (SCI-EXPANDED),Dermatology,330MZ,18598792.0,,,,2022-10-10,WOS:000257948000001,View Full Record in Web of Science
J,"Senet, P; Peyri, N; Berard, M; Dubertret, L; Boffa, MC",,,,"Senet, P; Peyri, N; Berard, M; Dubertret, L; Boffa, MC",,,"Thrombomodulin, a functional surface protein on human keratinocytes, is regulated by retinoic acid.",JOURNAL OF INVESTIGATIVE DERMATOLOGY,,,English,Meeting Abstract,,,,,,,,,"HOP ST LOUIS,INSERM,U353,PARIS,FRANCE; HOP ST LOUIS,SERV DERMATOL,PARIS,FRANCE",,,,,,,,,,0,0,0,0,0,BLACKWELL SCIENCE INC,MALDEN,"350 MAIN ST, MALDEN, MA 02148",0022-202X,,,J INVEST DERMATOL,J. Invest. Dermatol.,MAY,1997.0,108,5,,,,,C12,C12,,,,,,1,Dermatology,Science Citation Index Expanded (SCI-EXPANDED),Dermatology,WV133,,,,,2022-10-10,WOS:A1997WV13300036,View Full Record in Web of Science
J,"BARCELO, G; SENET, JP; SENNYEY, G; BENSOAM, J; LOFFET, A",,,,"BARCELO, G; SENET, JP; SENNYEY, G; BENSOAM, J; LOFFET, A",,,ALKYL 1-CHLOROALKYL CARBONATES - REAGENTS FOR THE SYNTHESIS OF CARBAMATES AND PROTECTION OF AMINO-GROUPS,SYNTHESIS-STUTTGART,,,English,Article,,,,,,,,,"SOC NATL POUDRES & EXPLOSIFS, CTR RECH BOUCHET, F-91710 VERT LE PETIT, FRANCE; IRCHA, F-91710 VERT LE PETIT, FRANCE; PROPEPTIDE, F-91710 VERT LE PETIT, FRANCE",,,,,,,,,,28,66,72,0,9,GEORG THIEME VERLAG KG,STUTTGART,"RUDIGERSTR 14, D-70469 STUTTGART, GERMANY",0039-7881,1437-210X,,SYNTHESIS-STUTTGART,Synthesis,AUG,1986.0,,8,,,,,627,632,,,,,,6,"Chemistry, Organic",Science Citation Index Expanded (SCI-EXPANDED),Chemistry,D7113,,,,,2022-10-10,WOS:A1986D711300004,View Full Record in Web of Science
J,"ROBERT, R; MAHAZA, C; BERNARD, C; BUFFARD, C; SENET, JM",,,,"ROBERT, R; MAHAZA, C; BERNARD, C; BUFFARD, C; SENET, JM",,,EVALUATION OF A NEW BICOLORED LATEX AGGLUTINATION-TEST FOR IMMUNOLOGICAL DIAGNOSIS OF HEPATIC AMEBIASIS,JOURNAL OF CLINICAL MICROBIOLOGY,,,English,Article,,,,,,,,,,,"ROBERT, R (通讯作者)，UFR SCI MED & PHARMACEUT, PHARM SECT, IMMUNOL PARASITOL MYCOL LAB, 16 BLVD DAVIERS, F-49100 ANGERS, FRANCE.",,,,,,,,25,17,18,0,0,AMER SOC MICROBIOLOGY,WASHINGTON,"1752 N ST NW, WASHINGTON, DC 20036-2904 USA",0095-1137,1098-660X,,J CLIN MICROBIOL,J. Clin. Microbiol.,JUN,1990.0,28,6,,,,,1422,1424,,10.1128/JCM.28.6.1422-1424.1990,http://dx.doi.org/10.1128/JCM.28.6.1422-1424.1990,,,3,Microbiology,Science Citation Index Expanded (SCI-EXPANDED),Microbiology,DE152,2199503.0,Green Published,,,2022-10-10,WOS:A1990DE15200063,View Full Record in Web of Science
J,"RAYNAL, S; SENET, JP; HEMERY, P; VOCHER, L; MARTY, JP",,,,"RAYNAL, S; SENET, JP; HEMERY, P; VOCHER, L; MARTY, JP",,,POLYVINYL CHLOROFORMATE) - CHEMICAL MODIFICATION BY ACID FUNCTIONS,MAKROMOLEKULARE CHEMIE-RAPID COMMUNICATIONS,,,English,Article,,,,,,,,,"COLL FRANCE,CNRS,CHIM MACROMOLEC LAB 24,F-75231 PARIS 05,FRANCE; FAC PHARM AMIENS,PHARM GALEN LAB,F-80000 AMIENS,FRANCE",,"RAYNAL, S (通讯作者)，SOC NATL POUDRES & EXPLOSIFS,CTR RECH BOUCHET,F-91710 VERT LE PETIT,FRANCE.",,,,,,,,8,2,2,0,0,HUTHIG & WEPF VERLAG,BASEL,"AUF DEM WOLF 4, CH-4052 BASEL, SWITZERLAND",0173-2803,,,MAKROMOL CHEM-RAPID,,,1983.0,4,3,,,,,159,162,,,,,,4,Polymer Science,Science Citation Index Expanded (SCI-EXPANDED),Polymer Science,QM012,,,,,2022-10-10,WOS:A1983QM01200008,View Full Record in Web of Science
J,"Savio, L; Celasco, E; Vattuone, L; Rocca, M; Senet, P",,,,"Savio, L; Celasco, E; Vattuone, L; Rocca, M; Senet, P",,,MgO/Ag(100): Confined vibrational modes in the limit of ultrathin films,PHYSICAL REVIEW B,,,English,Article,,,,,,,ELECTRON-ENERGY-LOSS; LOSS SPECTROSCOPY; SURFACE PHONONS; OPTICAL-CONSTANTS; THIN-FILMS; MGO; OXIDE; MAGNESIUM; AG(001),"The vibrational modes of clean MgO films are investigated vs film thickness by means of high-resolution electron energy-loss spectroscopy. For thin films (20-30 monolayers) we observe, in accord with the literature, the Fuchs-Khewer phonon at 677 cm(-1) and the Wallis mode at 524 cm(-1). For ultrathin films standing wave optical phonons confined in the overlayer are present, whose frequencies depend strongly on film thickness. Comparison with theoretical calculations for MgO slabs on a perfect conductor shows that the experimental frequencies are lower than expected, indicating the presence of compressive stress. At and below one-monolayer thickness an intense loss peak at 427 cm(-1) is observed.","Univ Genoa, Dipartimento Fis, IMEM, CNR, I-16146 Genoa, Italy; Ist Nazl Fis Mat, Unita Genova, I-16146 Genoa, Italy; Univ Bourgogne, CNRS, UMR 5027, Lab Phys Theorie Mat Condensee, F-21078 Dijon, France",,"Savio, L (通讯作者)，Free Univ Berlin, Inst Expt Phys, Arnimallee 14, D-1000 Berlin, Germany.",,"Savio, Letizia/B-8323-2015; Vattuone, Luca/M-1864-2015; Rocca, Mario A/J-1802-2016","Savio, Letizia/0000-0001-7410-0715; Vattuone, Luca/0000-0003-3718-6470; Celasco, Edvige/0000-0001-8083-1012; Rocca, Mario/0000-0002-5019-745X",,,,,30,28,28,0,24,AMERICAN PHYSICAL SOC,COLLEGE PK,"ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA",1098-0121,,,PHYS REV B,Phys. Rev. B,FEB 15,2003.0,67,7,,,,,,,75420,10.1103/PhysRevB.67.075420,http://dx.doi.org/10.1103/PhysRevB.67.075420,,,5,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",Science Citation Index Expanded (SCI-EXPANDED),Materials Science; Physics,654MT,,,,,2022-10-10,WOS:000181501200069,View Full Record in Web of Science
J,"Dufour, C; Mougin, A; Senet, C; Dumesnil, K; Mangin, P",,,,"Dufour, C; Mougin, A; Senet, C; Dumesnil, K; Mangin, P",,,Strain-induced magnetic anisotropy in (110) SmFe2 films,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,,,English,Article; Proceedings Paper,7th European Magnetic Materials and Applications Conference (EMMA 98),"SEP 09-12, 1998","ZARAGOZA, SPAIN","Comis Interministerial Ciencia & Tecnoloiga,Consejo Super Investigaciones Cientificas,Diputac Gen Aragon,OPEL-Espana,Univ Zaragoza",,rare earth intermetallics; magnetic anisotropy; epitaxial films; Mossbauer spectroscopy,,"High-quality (1 1 0) SmFe2 single-crystal films have been elaborated for the first time by molecular beam epitaxy. X-ray diffraction experiments have shown that the films are strained. The thermal variation of the spin orientation, studied by Mossbauer spectroscopy, is limited in the film compared to what is observed in the bulk compound. Finally, SmFe2 films present a perpendicular to the plane magnetic anisotropy. (C) 1999 Elsevier Science B.V. All rights reserved.","Univ Nancy 1, Phys Mat Lab, CNRS, UMR 7556, F-54506 Vandoeuvre Nancy, France",,"Dufour, C (通讯作者)，Univ Nancy 1, Phys Mat Lab, CNRS, UMR 7556, BP 239, F-54506 Vandoeuvre Nancy, France.",dufour@lps.u-nancy.fr,"Mougin, Alexandra/C-2656-2013","Mougin, Alexandra/0000-0001-8607-0154; DUMESNIL, Karine/0000-0002-2304-4490",,,,,9,0,0,0,7,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0304-8853,,,J MAGN MAGN MATER,J. Magn. Magn. Mater.,MAY,1999.0,196,,,,,,861,862,,10.1016/S0304-8853(98)00982-2,http://dx.doi.org/10.1016/S0304-8853(98)00982-2,,,2,"Materials Science, Multidisciplinary; Physics, Condensed Matter",Conference Proceedings Citation Index - Science (CPCI-S); Science Citation Index Expanded (SCI-EXPANDED),Materials Science; Physics,195VB,,,,,2022-10-10,WOS:000080271900326,View Full Record in Web of Science
J,"DANG, VA; OLOFSON, RA; WOLF, PR; PITEAU, MD; SENET, JPG",,,,"DANG, VA; OLOFSON, RA; WOLF, PR; PITEAU, MD; SENET, JPG",,,A SIMPLE CONVERSION OF 1-CHLOROETHYL CARBONATES TO FLUOROFORMATES - VALUE IN THE PREPARATION OF TERTIARY ALKYL FLUOROFORMATES,JOURNAL OF ORGANIC CHEMISTRY,,,English,Article,,,,,,,,,"PENN STATE UNIV,DEPT CHEM,UNIVERSITY PK,PA 16802; SOC NATL POUDRES & EXPLOS,CTR RECH BOUCHET,F-91710 VERT LE PETIT,FRANCE",,,,,,,,,,17,27,30,0,2,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036",0022-3263,,,J ORG CHEM,J. Org. Chem.,MAR 16,1990.0,55,6,,,,,1847,1851,,10.1021/jo00293a032,http://dx.doi.org/10.1021/jo00293a032,,,5,"Chemistry, Organic",Current Chemical Reactions (CCR-EXPANDED); Science Citation Index Expanded (SCI-EXPANDED),Chemistry,CU633,,,,,2022-10-10,WOS:A1990CU63300032,View Full Record in Web of Science
J,"Bachmeyer, C; Moguelet, P; Mattioni, S; Senet, P; Lionnet, F",,,,"Bachmeyer, C.; Moguelet, P.; Mattioni, S.; Senet, P.; Lionnet, F.",,,Cover Image: Blisters owing to dermal capillary occlusion by sickle cells,BRITISH JOURNAL OF DERMATOLOGY,,,English,Letter,,,,,,,,,"[Bachmeyer, C.; Mattioni, S.; Lionnet, F.] Hop Tenon, AP HP, Serv Med Interne, Ctr Drepanocytose, Paris, France; [Moguelet, P.] Hop Tenon, AP HP, Serv Anat Pathol, Paris, France; [Senet, P.] Hop Tenon, AP HP, Serv Dermatol, Paris, France",,"Bachmeyer, C (通讯作者)，Hop Tenon, AP HP, Serv Med Interne, Ctr Drepanocytose, Paris, France.",claude.bachmeyer@tnn.aphp.fr,,,,,,,1,0,0,0,2,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0007-0963,1365-2133,,BRIT J DERMATOL,Br. J. Dermatol.,JAN,2018.0,178,1,,,,,305,306,,10.1111/bjd.16090,http://dx.doi.org/10.1111/bjd.16090,,,2,Dermatology,Science Citation Index Expanded (SCI-EXPANDED),Dermatology,GJ6CK,29357598.0,,,,2022-10-10,WOS:000435470700103,View Full Record in Web of Science
J,"MAROTLEBLOND, A; ROBERT, R; AUBRY, J; EZCURRA, P; SENET, JM",,,,"MAROTLEBLOND, A; ROBERT, R; AUBRY, J; EZCURRA, P; SENET, JM",,,IDENTIFICATION AND IMMUNOCHEMICAL CHARACTERIZATION OF A GERM TUBE SPECIFIC ANTIGEN OF CANDIDA-ALBICANS,FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY,,,English,Article,,,,,,CANDIDA-ALBICANS; MONOCLONAL ANTIBODY; GERM TUBE; ANTIGEN; CELL WALL,CELL-SURFACE ANTIGENS; MONOCLONAL-ANTIBODY; HUMAN-FIBRINOGEN; YEAST; MANNOPROTEINS; VARIABILITY; EXPRESSION; ADHERENCE; MYCELIUM; BINDING,"Germ tube specific fractions of the dimorphic pathogenic fungus Candida albicans were fractionated according to their ability to link to fibrinogen. These fibrinogen binding factors were used as immunogens to prepare monoclonal antibodies (mAbs) with BALB/c mice. Among the resulting mAbs, one (mAb 3D9.3) was shown by indirect immunofluorescence to be specific to the surface of the mycelial phase of the C albicans species. No labelling of the cell wall of any other Candida species was observed. This morphological shape specificity was confirmed by immunoblotting where a polydispersed high molecular mass component was identified. The molecular mass varied with the extraction procedure used; over 210 kDa with EDTA-2ME treatment, and ranging from 110 to 220 kDa after Zymolyase digestion. This phase-specific epitope was sensitive to proteolysis with pronase E, proteinase K and trypsin, but not to periodate treatment. Further purification of this material would allow further development of new serodiagnostic assays that might be more specific for invasive disease than currently available tests.","UFR SCI MED & PHARMACEUT, IMMUNOL PARASITOL LAB, PHARM SECT, 16 BD DAVIERS, F-49100 ANGERS, FRANCE; FAC MED PHARM NANTES, IMMUNOL MOLEC LAB, INSERM, U211, NANTES, FRANCE; UNIV BASQUE COUNTRY, FAC MED, DEPT MICROBIOL IMMUNOL, BILBAO, SPAIN",,,,,"Ezkurra Garcia-Unzueta, Pilar Ariadna/0000-0002-3899-1992",,,,,39,17,17,0,2,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0928-8244,1574-695X,,FEMS IMMUNOL MED MIC,FEMS Immunol. Med. Microbiol.,AUG,1993.0,7,2,,,,,175,186,,10.1016/0928-8244(93)90068-F,http://dx.doi.org/10.1016/0928-8244(93)90068-F,,,12,Immunology; Infectious Diseases; Microbiology,Science Citation Index Expanded (SCI-EXPANDED),Immunology; Infectious Diseases; Microbiology,LV373,8401430.0,Bronze,,,2022-10-10,WOS:A1993LV37300011,View Full Record in Web of Science
J,"SENET, P; LAMBIN, P; VIGNERON, JP; DERYCKE, I; LUCAS, AA",,,,"SENET, P; LAMBIN, P; VIGNERON, JP; DERYCKE, I; LUCAS, AA",,,PHONON SURFACE LOSS FUNCTION OF IONIC-CRYSTAL FILMS - A COMPARISON BETWEEN MICROSCOPIC AND MACROSCOPIC APPROACHES,SURFACE SCIENCE,,,English,Article,,,,,,,,,,,"SENET, P (通讯作者)，FAC UNIV NOTRE DAME PAIX,INST STUDIES INTERFACE SCI,RUE BRUXELLES 61,B-5000 NAMUR,BELGIUM.",,,"Lambin, Philippe/0000-0001-8051-042X",,,,,42,25,25,0,9,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0039-6028,,,SURF SCI,Surf. Sci.,FEB,1990.0,226,3,,,,,307,321,,10.1016/0039-6028(90)90495-T,http://dx.doi.org/10.1016/0039-6028(90)90495-T,,,15,"Chemistry, Physical; Physics, Condensed Matter",Science Citation Index Expanded (SCI-EXPANDED),Chemistry; Physics,CV091,,,,,2022-10-10,WOS:A1990CV09100011,View Full Record in Web of Science
J,"Guzzo, A; Delarue, P; Rojas, A; Nicolai, A; Maisuradze, GG; Senet, P",,,,"Guzzo, Adrien; Delarue, Patrice; Rojas, Ana; Nicolai, Adrien; Maisuradze, Gia G.; Senet, Patrick",,,Missense Mutations Modify the Conformational Ensemble of the alpha-Synuclein Monomer Which Exhibits a Two-Phase Characteristic,FRONTIERS IN MOLECULAR BIOSCIENCES,,,English,Article,,,,,,alpha-synuclein; amyloid; Parkinson disease; molecular dynamics; dictionary of secondary structure of proteins; CUrvature and Torsion based of Alpha-helix and Beta-sheet Identification; PSEA,SECONDARY STRUCTURE; MOLECULAR-DYNAMICS; BETA-SHEET; PROTEIN-STRUCTURE; DISEASE; PARKINSON; AGGREGATION; RECOGNITION; BINDING; FIBRIL,"alpha-Synuclein is an intrinsically disordered protein occurring in different conformations and prone to aggregate in beta-sheet structures, which are the hallmark of the Parkinson disease. Missense mutations are associated with familial forms of this neuropathy. How these single amino-acid substitutions modify the conformations of wild-type alpha-synuclein is unclear. Here, using coarse-grained molecular dynamics simulations, we sampled the conformational space of the wild type and mutants (A30P, A53P, and E46K) of alpha-synuclein monomers for an effective time scale of 29.7 ms. To characterize the structures, we developed an algorithm, CUTABI (CUrvature and Torsion based of Alpha-helix and Beta-sheet Identification), to identify residues in the alpha-helix and beta-sheet from C-alpha -coordinates. CUTABI was built from the results of the analysis of 14,652 selected protein structures using the Dictionary of Secondary Structure of Proteins (DSSP) algorithm. DSSP results are reproduced with 93% of success for 10 times lower computational cost. A two-dimensional probability density map of alpha-synuclein as a function of the number of residues in the alpha-helix and beta-sheet is computed for wild-type and mutated proteins from molecular dynamics trajectories. The density of conformational states reveals a two-phase characteristic with a homogeneous phase (state B, beta-sheets) and a heterogeneous phase (state HB, mixture of alpha-helices and beta-sheets). The B state represents 40% of the conformations for the wild-type, A30P, and E46K and only 25% for A53T. The density of conformational states of the B state for A53T and A30P mutants differs from the wild-type one. In addition, the mutant A53T has a larger propensity to form helices than the others. These findings indicate that the equilibrium between the different conformations of the alpha-synuclein monomer is modified by the missense mutations in a subtle way. The alpha-helix and beta-sheet contents are promising order parameters for intrinsically disordered proteins, whereas other structural properties such as average gyration radius, R ( g ), or probability distribution of R ( g ) cannot discriminate significantly the conformational ensembles of the wild type and mutants. When separated in states B and HB, the distributions of R ( g ) are more significantly different, indicating that global structural parameters alone are insufficient to characterize the conformational ensembles of the alpha-synuclein monomer.","[Guzzo, Adrien; Delarue, Patrice; Nicolai, Adrien; Senet, Patrick] UMR 6303 CNRS Univ Bourgogne Franche Comte, Lab Interdisciplinaire Carnot Bourgogne, Dijon, France; [Rojas, Ana] Schrodinger Inc, New York, NY USA; [Maisuradze, Gia G.; Senet, Patrick] Cornell Univ, Baker Lab Chem & Chem Biol, Ithaca, NY 14850 USA",,"Senet, P (通讯作者)，UMR 6303 CNRS Univ Bourgogne Franche Comte, Lab Interdisciplinaire Carnot Bourgogne, Dijon, France.;Senet, P (通讯作者)，Cornell Univ, Baker Lab Chem & Chem Biol, Ithaca, NY 14850 USA.",psenet@u-bourgogne.fr,"NICOLAÏ, Adrien/P-9026-2019",,EIPHI Graduate School [ANR-17-EUR-0002]; Conseil Regional de Bourgogne Franche-Comte; European Union; National Institutes of Health [R01GM14312],EIPHI Graduate School; Conseil Regional de Bourgogne Franche-Comte(Region Bourgogne-Franche-Comte); European Union(European Commission); National Institutes of Health(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA),"The calculations were performed using HPC resources from DSI-CCuB (Centre de Calcul de lUniversite de Bourgogne). This work is part of the project NANO-NEURO-MED (2019-2022) supported by the EIPHI Graduate School (contract ANR-17-EUR-0002), the Conseil Regional de Bourgogne Franche-Comte, and the European Union through the PO FEDER-FSE Bourgogne 2014/2020 programs. This work was supported by a grant from the National Institutes of Health grant no. R01GM14312.",,90,5,5,5,9,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,2296-889X,,FRONT MOL BIOSCI,Front. Mol. Biosci.,NOV 29,2021.0,8,,,,,,,,786123,10.3389/fmolb.2021.786123,http://dx.doi.org/10.3389/fmolb.2021.786123,,,16,Biochemistry & Molecular Biology,Science Citation Index Expanded (SCI-EXPANDED),Biochemistry & Molecular Biology,YG6KO,34912851.0,"gold, Green Published",,,2022-10-10,WOS:000742595100001,View Full Record in Web of Science
